ALE BORG 50.000000 2.612790 0.000000 2242.372803
ALE KBS 50.000000 3.753039 0.000000 1284.352783
ALE SFJD 50.000000 3.820082 0.000000 1749.512085
ANGG ALE 50.000000 3.836262 0.000000 1983.080444
ANGG BORG 50.000000 3.962894 0.000000 765.145630
ANGG DAG 50.000000 3.631288 0.000000 1399.503906
ANGG DBG 50.000000 3.799988 0.000000 1162.535522
ANGG DY2G 50.000000 3.395191 0.000000 402.721191
ANGG ICESG 50.000000 3.745922 0.000000 395.916412
ANGG ILULI 50.000000 3.840317 0.000000 698.132080
ANGG IVI 50.000000 3.768943 0.000000 716.242859
ANGG KBS 50.000000 2.553577 0.000000 2117.396973
ANGG KULLO 50.000000 3.748460 0.000000 1229.494263
ANGG NEEM 50.000000 2.494633 0.000000 1389.544189
ANGG NOR 50.000000 2.908745 0.000000 1867.999146
ANGG NRS 50.000000 3.837839 0.000000 628.222839
ANGG NUUG 50.000000 3.997860 0.000000 907.594727
ANGG NUUK 50.000000 3.837000 0.000000 679.149353
ANGG SCO 50.000000 3.710002 0.000000 843.226624
ANGG SFJD 50.000000 3.815161 0.000000 598.871216
ANGG SOEG 50.000000 3.784190 0.000000 396.279724
ANGG SUMG 50.000000 3.744730 0.000000 774.356445
ANGG TULEG 50.000000 3.848239 0.000000 1616.103760
BORG KBS 50.000000 3.772850 0.000000 1893.846069
BORG SFJD 50.000000 3.743578 0.000000 1341.590820
DAG ALE 50.000000 3.861359 0.000000 1039.035522
DAG BORG 50.000000 3.810580 0.000000 1340.238403
DAG KBS 50.000000 3.877203 0.000000 744.734070
DAG SFJD 50.000000 3.775536 0.000000 1513.337158
DAG SUMG 50.000000 3.805608 0.000000 739.892944
DBG ALE 50.000000 3.770242 0.000000 1254.783936
DBG BORG 50.000000 3.744145 0.000000 1063.816772
DBG DAG 50.000000 4.079470 0.000000 277.403656
DBG DY2G 50.000000 3.728289 0.000000 1286.422363
DBG ICESG 50.000000 3.795932 0.000000 885.129028
DBG ILULI 50.000000 3.822405 0.000000 1195.835693
DBG IVI 50.000000 3.758587 0.000000 1835.777954
DBG KBS 50.000000 3.552648 0.000000 954.870667
DBG KULLO 50.000000 3.831350 0.000000 1086.011597
DBG NEEM 50.000000 4.035667 0.000000 893.605896
DBG NOR 50.000000 3.794666 0.000000 815.265869
